sample_id,path,total_reads,filename,title,study,bioproject_accession,accession,biosample_accession,library_id,data_type,filetype,cell_type,generator_facility,production,iso_filename,platform_unit_1,platform_unit_2,barcode,basecaller,basecaller_version,platform,instrument_model,iso_library_id,ccs_algorithm,pbtrim_version,jasmine_version,lima_version,refine_version,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,design_description,polymerase_version,seq_plate_chemistry_version,pool,ntsm_score,similarity,check-flnc reads,generator_contact
HG02132,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_Kinnex/HG02132.lymph.m84046_240713_051553_s2.flnc.bam,6399154,HG02132.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02132.lymph.m84046_240713_051553_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-2.bam,m84046_240713_051553_s2,NA,bc02,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.189659,1,TRUE,iviolich@ucsc.edu
HG02132,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_Kinnex/HG02132.lymph.m84046_240722_012946_s4.flnc.bam,7010005,HG02132.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02132.lymph.m84046_240722_012946_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-2.bam,m84046_240722_012946_s4,NA,bc02,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.196468,1,TRUE,iviolich@ucsc.edu
HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_Kinnex/HG02135.lymph.m84046_240713_091428_s4.flnc.bam,6529494,HG02135.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02135.lymph.m84046_240713_091428_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240713_091428_s4,NA,bc09,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.185904,1,TRUE,iviolich@ucsc.edu
HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_Kinnex/HG02135.lymph.m84046_240717_125059_s3.flnc.bam,8028376,HG02135.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02135.lymph.m84046_240717_125059_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240717_125059_s3,NA,bc09,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.176736,1,TRUE,iviolich@ucsc.edu
HG02140,s3://human-pangenomics/working/HPRC/HG02140/raw_data/PacBio_Kinnex/HG02140.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,11766973,HG02140.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02140.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240819_194908_s1,m84203_240819_214831_s2,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool6,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool006,0.20622,1,TRUE,iviolich@ucsc.edu
HG02148,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_Kinnex/HG02148.lymph.m84046_240713_051553_s2.flnc.bam,5271716,HG02148.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02148.lymph.m84046_240713_051553_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240713_051553_s2,NA,bc04,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.175361,1,TRUE,iviolich@ucsc.edu
HG02148,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_Kinnex/HG02148.lymph.m84046_240722_012946_s4.flnc.bam,5770576,HG02148.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02148.lymph.m84046_240722_012946_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240722_012946_s4,NA,bc04,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.178815,1,TRUE,iviolich@ucsc.edu
HG02155,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_Kinnex/HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,31096825,HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-4.bam,m84081_240722_210122_s1,m84081_240722_190156_s2,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_13,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool13,0.149345,1,TRUE,iviolich@ucsc.edu
HG02165,s3://human-pangenomics/working/HPRC/HG02165/raw_data/PacBio_Kinnex/HG02165.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,14542468,HG02165.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02165.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-5.bam,m84081_240726_211757_s1,m84081_240726_191837_s2,bc09,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_14,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool14,0.168903,1,TRUE,iviolich@ucsc.edu
HG02178,s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_Kinnex/HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,16132486,HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240724_105227_s4,m84081_240724_085257_s3,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_17,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool17,0.151244,1,TRUE,iviolich@ucsc.edu
HG02257,s3://human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_Kinnex/HG02257.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,21773351,HG02257.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02257.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240712_194046_s2,m84081_240717_095021_s3,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_1,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool1,0.152613,1,TRUE,iviolich@ucsc.edu
HG02258,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_Kinnex/HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,21017749,HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-5.bam,m84081_240719_223349_s3,m84081_240720_003316_s4,bc09,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_10,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool10,0.139315,1,TRUE,iviolich@ucsc.edu
HG02273,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex/HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,27501145,HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240721_102523_s4,m84081_240721_082556_s3,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_12,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool12,0.150835,1,TRUE,iviolich@ucsc.edu
HG02280,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_Kinnex/HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,21286278,HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240715_235807_s3,m84081_240716_015737_s4,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_7,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool7,0.168319,1,TRUE,iviolich@ucsc.edu
HG02293,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_Kinnex/HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,19494100,HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240715_235807_s3,m84081_240716_015737_s4,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_7,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool7,0.149622,1,TRUE,iviolich@ucsc.edu
HG02300,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_Kinnex/HG02300.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,19252767,HG02300.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02300.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-4.bam,m84081_240715_235807_s3,m84081_240716_015737_s4,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_7,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool7,0.154825,1,TRUE,iviolich@ucsc.edu
HG02337,s3://human-pangenomics/working/HPRC/HG02337/raw_data/PacBio_Kinnex/HG02337.lymph.m84046_240727_145828_s3.flnc.bam,7195490,HG02337.lymph.m84046_240727_145828_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02337.lymph.m84046_240727_145828_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-3.bam,m84046_240727_145828_s3,NA,bc03,,5,PACBIO,REVIO,HPRC_Pool005.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool005.KN,0.202033,1,TRUE,iviolich@ucsc.edu
HG02337,s3://human-pangenomics/working/HPRC/HG02337/raw_data/PacBio_Kinnex/HG02337.lymph.m84046_240727_165745_s4.flnc.bam,6875535,HG02337.lymph.m84046_240727_165745_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02337.lymph.m84046_240727_165745_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-3.bam,m84046_240727_165745_s4,NA,bc03,,5,PACBIO,REVIO,HPRC_Pool005.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool005.KN,0.205665,1,TRUE,iviolich@ucsc.edu
HG02364,s3://human-pangenomics/working/HPRC/HG02364/raw_data/PacBio_Kinnex/HG02364.lymph.m84046_240728_205116_s1.flnc.bam,6966055,HG02364.lymph.m84046_240728_205116_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02364.lymph.m84046_240728_205116_s1,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-2.bam,m84046_240728_205116_s1,NA,bc02,,5,PACBIO,REVIO,HPRC_Pool006.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool006.KN,0.186003,1,TRUE,iviolich@ucsc.edu
HG02364,s3://human-pangenomics/working/HPRC/HG02364/raw_data/PacBio_Kinnex/HG02364.lymph.m84046_240728_225112_s2.flnc.bam,6921389,HG02364.lymph.m84046_240728_225112_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02364.lymph.m84046_240728_225112_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-2.bam,m84046_240728_225112_s2,NA,bc02,,5,PACBIO,REVIO,HPRC_Pool006.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool006.KN,0.189322,1,TRUE,iviolich@ucsc.edu
HG02373,s3://human-pangenomics/working/HPRC/HG02373/raw_data/PacBio_Kinnex/HG02373.lymph.m84203_240904_202625_s1-m84203_240904_222542_s2.flnc.bam,10267504,HG02373.lymph.m84203_240904_202625_s1-m84203_240904_222542_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02373.lymph.m84203_240904_202625_s1-m84203_240904_222542_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_240904_202625_s1,m84203_240904_222542_s2,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool7,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool007,0.179147,1,TRUE,iviolich@ucsc.edu
HG02391,s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_Kinnex/HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,17830641,HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240722_230051_s3,m84081_240723_010018_s4,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_15,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool15,0.14043,1,TRUE,iviolich@ucsc.edu
HG02392,s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_Kinnex/HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,17381819,HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240724_105227_s4,m84081_240724_085257_s3,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_17,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool17,0.143555,1,TRUE,iviolich@ucsc.edu
HG02451,s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_Kinnex/HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,15407782,HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240717_055117_s2,m84081_240717_075054_s1,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_8,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool8,0.157729,1,TRUE,iviolich@ucsc.edu
HG02470,s3://human-pangenomics/working/HPRC/HG02470/raw_data/PacBio_Kinnex/HG02470.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,16454250,HG02470.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02470.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240818_013712_s4,m84203_240817_233747_s3,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool3,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool003,0.168182,1,TRUE,iviolich@ucsc.edu
HG02486,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_Kinnex/HG02486.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,17166088,HG02486.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02486.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240712_194046_s2,m84081_240717_095021_s3,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool1,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool1,0.168067,1,TRUE,iviolich@ucsc.edu
HG02497,s3://human-pangenomics/working/HPRC/HG02497/raw_data/PacBio_Kinnex/HG02497.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,12669148,HG02497.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02497.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84091_241028_180302_s2,m84091_241028_160334_s1,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool20,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool020,0.167713,1,TRUE,iviolich@ucsc.edu
HG02514,s3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_Kinnex/HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,16405113,HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240721_062628_s1,m84081_240721_042704_s2,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_11,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool11,0.167537,1,TRUE,iviolich@ucsc.edu
HG02523,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_Kinnex/HG02523.lymph.m84046_240713_091428_s4.flnc.bam,6778056,HG02523.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02523.lymph.m84046_240713_091428_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240713_091428_s4,NA,bc08,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.18626,1,TRUE,iviolich@ucsc.edu
HG02523,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_Kinnex/HG02523.lymph.m84046_240717_125059_s3.flnc.bam,8333089,HG02523.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02523.lymph.m84046_240717_125059_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240717_125059_s3,NA,bc08,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.192326,1,TRUE,iviolich@ucsc.edu
HG02541,s3://human-pangenomics/working/HPRC/HG02541/raw_data/PacBio_Kinnex/HG02541.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,17588332,HG02541.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02541.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84091_241028_180302_s2,m84091_241028_160334_s1,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool20,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool020,0.16945,1,TRUE,iviolich@ucsc.edu
