sample_id,release,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG02071,2,bam,m84046_230712_000908_s4.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,24.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483200,PRJNA701308,SAMN26267380,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02071.HFSS_A_m84046_230712_000908_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4229810,76304506746,76.3,18039,224,61719,15821,17982,20929,15414,17295,19985,0.509884,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02074,2,bam,m84046_230624_204605_s4.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m84046_230624_204605_s4.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,35.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483182,PRJNA701308,SAMN26267381,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02074.HFSSb_m84046_230624_204605_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,5840667,110611791731,110.61,18938,150,56155,16883,18741,21445,16591,18220,20663,0.481541,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02083,2,bam,m84081_231027_192451_s1.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,8.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545918,PRJNA701308,SAMN26237504,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02083_lib1_m84081_231027_192451_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1302160,27531042836,27.53,21142,293,54344,18401,21543,24525,17856,20607,23626,0.62206,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02083,2,bam,m84081_231029_013437_s1.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.default.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,8.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545917,PRJNA701308,SAMN26237504,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02083_lib1_m84081_231029_013437_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1238797,26485559925,26.49,21380,233,68194,18608,21819,24812,18006,20926,23896,0.600549,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02129,2,bam,m84081_230727_190726_s1.hifi_reads.bc2026.bam,s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.bc2026.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,9.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02129_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1905347,30711911170,30.71,16118,138,43642,14300,16086,18553,14034,15466,18025,0.594108,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02129,2,bam,m84081_230727_193748_s2.hifi_reads.bc2026.bam,s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.bc2026.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,10.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02129_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2008014,32339957005,32.34,16105,202,48041,14288,16068,18537,14022,15451,18008,0.590372,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02132,2,bam,m84046_230603_204152_s4.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m84046_230603_204152_s4.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,21.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483254,PRJNA701308,SAMN26267382,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02132.HFSSc_m84046_230603_204152_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3433233,67412093607,67.41,19635,276,57148,17318,19591,22726,16890,18876,21735,0.538235,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02135,2,bam,m84046_230707_202610_s3.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,2.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483225,PRJNA701308,SAMN26267392,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02135.HFSS3_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,429774,7376184912,7.38,17162,422,43275,15258,17040,19561,14949,16511,18799,0.728577,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02135,2,bam,m84046_230623_210640_s1.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,2.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483223,PRJNA701308,SAMN26267392,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02135.HFSS3_m84046_230623_210640_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,392552,6757940288,6.76,17215,239,46428,15285,17087,19621,14976,16553,18852,0.703931,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02135,2,bam,m84046_230628_175536_s3.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,3.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483222,PRJNA701308,SAMN26267392,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02135.HFSS3_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,548099,9496849118,9.5,17326,162,50299,15345,17194,19817,15024,16644,19006,0.673698,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02135,2,bam,m84046_230712_224626_s1.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,2.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483224,PRJNA701308,SAMN26267392,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02135.HFSS3_m84046_230712_224626_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,498747,8573437259,8.57,17189,93,46258,15283,17064,19574,14978,16540,18821,0.673078,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02135,2,bam,m84046_230602_220440_s3.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230602_220440_s3.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,7.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483221,PRJNA701308,SAMN26267392,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02135.HFSS3_m84046_230602_220440_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1389290,24443364448,24.44,17594,183,53510,15520,17497,20254,15163,16892,19394,0.588979,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02140,3,bam,m84081_240524_172659_s2.hifi_reads.bc2025.bam,s3://human-pangenomics/working/HPRC/HG02140/raw_data/PacBio_HiFi/m84081_240524_172659_s2.hifi_reads.bc2025.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,32.13,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,4636988,106032201164,106.03,22866,95,80519,19789,23041,27355,19046,21855,25796,0.4293,TRUE,,,,,
HG02140,3,bam,m84081_240524_192615_s3.hifi_reads.bc2025.bam,s3://human-pangenomics/working/HPRC/HG02140/raw_data/PacBio_HiFi/m84081_240524_192615_s3.hifi_reads.bc2025.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,35.87,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,5180609,118371514711,118.37,22848,103,72056,19781,23016,27329,19041,21838,25779,0.416839,TRUE,,,,,
HG02148,2,bam,m84081_231222_081401_s1.hifi_reads.bc2023.bam,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2023.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1_TopUp,3,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,SRR30578342,PRJNA701308,SAMN17861663,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02148_lib1_m84081_231222_081401_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,403301,9164787743,9.16,22724,253,68985,19515,23019,27760,18575,21619,25823,0.692735,TRUE,,TRUE,FALSE,2.9.0,2.09
HG02148,2,bam,m84081_231222_121301_s3.hifi_reads.bc2023.bam,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2023.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1_TopUp,4,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,SRR30578340,PRJNA701308,SAMN17861663,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02148_lib1_m84081_231222_121301_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,535542,12419690806,12.42,23190,216,70579,19930,23613,28388,18914,22146,26460,0.657361,TRUE,,TRUE,FALSE,2.9.0,2.09
HG02148,2,bam,m84081_231222_101332_s2.hifi_reads.bc2023.bam,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2023.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1_TopUp,3.9,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,SRR30578341,PRJNA701308,SAMN17861663,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02148_lib1_m84081_231222_101332_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,526695,12132731493,12.13,23035,85,68886,19801,23425,28192,18812,21979,26280,0.644738,TRUE,,TRUE,FALSE,2.9.0,2.09
HG02148,2,bam,m84081_231222_141231_s4.hifi_reads.bc2023.bam,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2023.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1_TopUp,4,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,SRR30578339,PRJNA701308,SAMN17861663,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02148_lib1_m84081_231222_141231_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,536099,12331563783,12.33,23002,162,70160,19778,23392,28105,18784,21958,26207,0.633267,TRUE,,TRUE,FALSE,2.9.0,2.09
HG02155,2,bam,m84081_230628_194051_s3.hifi_reads.bc1012.bam,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m84081_230628_194051_s3.hifi_reads.bc1012.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,13.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02155_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2204156,41822505816,41.82,18974,332,54107,16888,18581,21589,16599,18080,20535,0.578195,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02155,2,bam,m84081_230628_201157_s4.hifi_reads.bc1012.bam,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m84081_230628_201157_s4.hifi_reads.bc1012.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,14.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02155_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2310099,44008928750,44.01,19050,119,55273,16922,18652,21753,16623,18131,20667,0.552685,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02165,2,bam,m84046_230617_040148_s2.hifi_reads.bc2054.bam,s3://human-pangenomics/working/HPRC/HG02165/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2054.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,14.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483247,PRJNA701308,SAMN33758785,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02165.HFSS2_m84046_230617_040148_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2340645,45376049257,45.38,19386,279,54140,17301,19484,22463,16852,18792,21539,0.580272,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02178,2,bam,m84091_230710_180033_s3.hifi_reads.bc1008.bam,s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1008.bam,unaligned reads,RU_Y4,13.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405831,PRJNA701308,SAMN41021617,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02178_PB1_m84091_230710_180033_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1965273,40928479039,40.93,20825,173,69950,17477,21327,26181,16351,19640,24021,0.546063,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02178,2,bam,m84091_230629_191221_s4.hifi_reads.bc1008.bam,s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230629_191221_s4.hifi_reads.bc1008.bam,unaligned reads,RU_Y4,21,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405833,PRJNA701308,SAMN41021617,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02178_PB1_m84091_230629_191221_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2993899,65018477593,65.02,21716,123,72017,18266,22326,27511,17032,20508,25157,0.522935,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02178,2,bam,m84091_230705_181402_s3.hifi_reads.bc1008.bam,s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230705_181402_s3.hifi_reads.bc1008.bam,unaligned reads,RU_Y4,29.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405832,PRJNA701308,SAMN41021617,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02178_PB1_m84091_230705_181402_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4196539,90298507655,90.3,21517,115,68719,18143,22138,27182,16933,20355,24921,0.499216,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02257,2,bam,m84046_230628_182559_s4.hifi_reads.bc2064.bam,s3://human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.bc2064.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,24.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483131,PRJNA701308,SAMN17861237,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02257.HFSS_m84046_230628_182559_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3968964,76465650128,76.47,19265,77,63975,17339,19332,22074,16922,18740,21259,0.464721,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02258,2,bam,m84081_230721_192906_s4.hifi_reads.bc1011.bam,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc1011.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,10,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02258_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1843486,31046623535,31.05,16841,332,56644,15537,16300,17266,15434,16162,17015,0.616478,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02258,2,bam,m84081_230721_185800_s3.hifi_reads.bc1011.bam,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc1011.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,9.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02258_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1768602,29911964228,29.91,16912,122,54340,15555,16327,17320,15448,16181,17049,0.586353,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02273,2,bam,m84081_230630_193909_s2.hifi_reads.bc1002.bam,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc1002.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,6.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02273_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1032587,20811099072,20.81,20154,484,58922,17370,20326,23580,17011,19136,22531,0.669149,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02273,2,bam,m84081_230630_190803_s1.hifi_reads.bc1002.bam,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1002.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,5.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02273_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,875650,17550787269,17.55,20043,207,54656,17321,20181,23433,16970,18976,22396,0.635871,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02280,2,bam,m84081_231119_032407_s4.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,16.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545952,PRJNA701308,SAMN26237505,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02280_lib1_m84081_231119_032407_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2184925,52021053224,52.02,23809,149,69282,21160,24145,28018,20385,23146,26712,0.518913,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02280,2,bam,m84081_231117_211338_s4.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2087.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,17.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545900,PRJNA701308,SAMN26237505,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02280_lib1_m84081_231117_211338_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2295296,54916346879,54.92,23925,175,71362,21243,24260,28183,20460,23249,26864,0.513618,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02293,2,bam,m84046_230724_203319_s4.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,2.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483071,PRJNA701308,SAMN26267394,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02293.HFSS_m84046_230724_203319_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,479989,8717022835,8.72,18160,184,42508,16081,18053,20771,15728,17464,19938,0.681277,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02293,2,bam,m84046_230718_233949_s3.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230718_233949_s3.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,7.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483074,PRJNA701308,SAMN26267394,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02293.HFSS_m84046_230718_233949_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1203172,22143072197,22.14,18403,544,59398,16224,18309,21179,15843,17667,20276,0.620724,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02293,2,bam,m84046_230707_205716_s4.default--default.bam,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230707_205716_s4.default--default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483072,PRJNA701308,SAMN26267394,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02293.HFSS_m84046_230707_205716_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2562243,46858961814,46.86,18288,224,58469,16133,18179,21038,15762,17545,20132,0.575046,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02300,2,bam,m84046_230628_210130_s1.default--default.bam,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230628_210130_s1.default--default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,5.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483188,PRJNA701308,SAMN26267395,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02300.HFSS_m84046_230628_210130_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,979167,17104030297,17.1,17467,381,52469,15155,17676,20913,14533,16767,19744,0.602966,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02300,2,bam,m84046_230617_040148_s2.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,10.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483187,PRJNA701308,SAMN26267395,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02300.HFSS_m84046_230617_040148_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1837009,32052364911,32.05,17448,181,50401,15145,17663,20886,14524,16754,19719,0.59699,TRUE,,TRUE,FALSE,2.7.1,2.0701
